include	namespace	category	chapter	source	states	tag	x	y	z
Y	Secondary	collectible	30	both	Mallow_Collected	Secondary.CurryFood.MallowF	98794	-64338	82
Y	Secondary	collectible	30	both	Mallow_Collected	Secondary.CurryFood.MallowG	86817	-67793	133
Y	Secondary	collectible	30	both	Mallow_Collected	Secondary.CurryFood.MallowH	99115	-63998	1190
Y	Secondary	collectible	30	both	Mallow_Collected	Secondary.CurryFood.MallowI	101590	-46927	580
	Secondary	collectible		census		Secondary.CurryFood.MallowJ	98247	-37624	1001
	Secondary	collectible		census		Secondary.CurryFood.MallowK	103036	-32693	84
	Secondary	collectible		census		Secondary.CurryFood.MallowL	105715	-30572	90
Y	Secondary	collectible	50	both	Mallow_Collected	Secondary.CurryFood.MallowM	87640	-48956	580
Y	Secondary	collectible	30	both	Mallow_Collected	Secondary.CurryFood.MallowN	85980	-63184	278
Y	Secondary	collectible	30	both	Mallow_Collected	Secondary.CurryFood.MallowO	91886	-73303	480
	Secondary		50	history	Common_Done	Secondary.CurryFood.QuestDone			
	Secondary			census		Secondary.CurryFood.QuestGiver_Calanques	0	0	0
	Secondary			census		Secondary.CurryFood.QuestGiver_NomadsCamp	41113	9143	2241
Y	Secondary		50	both	Sandwich_Collected	Secondary.CurryFood.Sandwich1	58192	36504	5743
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich10	26061	20113	-860
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich11	30048	39501	3246
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich12	45388	9893	4154
	Secondary			census		Secondary.CurryFood.Sandwich13	65456	-611	2999
	Secondary			census		Secondary.CurryFood.Sandwich14	79631	-66989	2185
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich15	76536	-60903	1628
	Secondary			census		Secondary.CurryFood.Sandwich16	103669	-29195	1846
	Secondary			census		Secondary.CurryFood.Sandwich17	84870	-7241	3395
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich18	91988	23589	2011
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich19	-9167	33998	1008
	Secondary			census		Secondary.CurryFood.Sandwich2	26703	47329	3661
	Secondary			census		Secondary.CurryFood.Sandwich20	87541	-38368	2941
Y	Secondary		50	both	Sandwich_Collected	Secondary.CurryFood.Sandwich3	92992	23487	3717
	Secondary			census		Secondary.CurryFood.Sandwich4	89044	-9168	1261
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich5	65685	-8794	329
Y	Secondary		30	both	Sandwich_Collected	Secondary.CurryFood.Sandwich6	47921	-10001	-26698
	Secondary			census		Secondary.CurryFood.Sandwich7	1784	-6969	2975
	Secondary			census		Secondary.CurryFood.Sandwich8	-368	-22149	3843
	Secondary			census		Secondary.CurryFood.Sandwich9	-3450	-22681	5374
	Secondary		50	history	Common_Done	Secondary.CurryFood.SandwichDone			
	Secondary			census		Secondary.CurryFood.Snack1	25231	19091	316
	Secondary			census		Secondary.CurryFood.Snack2	46097	9835	2950
	Secondary			census		Secondary.CurryFood.Snack3	106020	-28076	2248
Y	Secondary		30	both	SnackBar_Collected	Secondary.CurryFood.Snack4	96335	22057	1564
	Secondary			census		Secondary.CurryFood.Snack5	-3488	-22158	4475
Y	Secondary		10	both	SnackBar_Collected	Secondary.CurryFood.SnackA	21645	-266077	-35050
Y	Secondary		30	both	SnackBar_Collected	Secondary.CurryFood.SnackBar1	67911	-25802	275
Y	Secondary		30	both	SnackBar_Collected	Secondary.CurryFood.SnackBar10	-9813	36802	2845
Y	Secondary		30	both	SnackBar_Collected	Secondary.CurryFood.SnackBar11	24042	47907	813
Y	Secondary		30	both	SnackBar_Collected	Secondary.CurryFood.SnackBar12	37694	-26282	542
Y	Secondary		30	both	SnackBar_Collected	Secondary.CurryFood.SnackBar13	26485	39801	1060
Y	Secondary		50	both	SnackBar_Collected	Secondary.CurryFood.SnackBar2	35924	-14747	1954
	Secondary			census		Secondary.CurryFood.SnackBar4	-44484	-5388	193
Y	Secondary		30	both	SnackBar_Collected	Secondary.CurryFood.SnackBar5	94962	18447	446
	Secondary			census		Secondary.CurryFood.SnackBar6	77391	15930	233
	Secondary			census		Secondary.CurryFood.SnackBar7	41179	9290	2263
	Secondary			census		Secondary.CurryFood.SnackBarA	96828	-38349	1604
	Secondary			census		Secondary.CurryFood.SnackBar_01	80776	-65525	2749
	Secondary			census		Secondary.CurryFood.Snackbar3	-14	-22702	3811
	Secondary		50	history	Common_Done	Secondary.CurryFood.SnacksDone			
Y	Secondary		50	history	Common_Done	Secondary.CurryFood.UnlockPanVan			
	Secondary			census		Secondary.ExtraQuests.CatFound	49216	-47873	2562
	Secondary	collectible		census		Secondary.FetchPlushies.AbricotsBed	76187	-43659	-15128
	Secondary	collectible		census		Secondary.FetchPlushies.AllPlushiesDialogue	75446	-43826	-15274
	Secondary	collectible		census		Secondary.FetchPlushies.Bear1	-3484	-23231	5820
Y	Secondary	collectible	30	both	Plush_CollectedE	Secondary.FetchPlushies.Bear2	70339	-26888	487
	Secondary	collectible		census		Secondary.FetchPlushies.Bear3	-8615	33320	1565
	Secondary	collectible		census		Secondary.FetchPlushies.Chicken1	101163	20506	76
	Secondary	collectible		census		Secondary.FetchPlushies.Chicken2	72862	-42190	3720
Y	Secondary	collectible	30	both	Plush_CollectedB	Secondary.FetchPlushies.Chicken3	76810	-61700	1552
	Secondary	collectible		census		Secondary.FetchPlushies.Dino1	-10065	36140	3574
	Secondary	collectible		census		Secondary.FetchPlushies.Dino2	50521	33373	214
Y	Secondary	collectible	30	both	Plush_CollectedF	Secondary.FetchPlushies.Dino3	78257	-62585	148
	Secondary	collectible		census		Secondary.FetchPlushies.Frog1	39925	-40745	2815
Y	Secondary	collectible	30	both	Plush_CollectedC	Secondary.FetchPlushies.Frog2	16524	-30841	-32446
	Secondary	collectible		census		Secondary.FetchPlushies.Frog3	91677	-72142	536
	Secondary	collectible	30	history	Common_Done	Secondary.FetchPlushies.GivePlushA			
	Secondary	collectible	30	history	Common_Done	Secondary.FetchPlushies.GivePlushB			
	Secondary	collectible	30	history	Common_Done	Secondary.FetchPlushies.GivePlushC			
	Secondary	collectible	30	history	Common_Done	Secondary.FetchPlushies.GivePlushD			
	Secondary	collectible	30	history	Common_Done	Secondary.FetchPlushies.GivePlushE			
	Secondary	collectible	30	history	Common_Done	Secondary.FetchPlushies.GivePlushF			
Y	Secondary	collectible	30	both	Plush_CollectedA	Secondary.FetchPlushies.Octopus1	15029	-9826	-512
	Secondary	collectible		census		Secondary.FetchPlushies.Octopus2	58327	37536	4010
	Secondary	collectible		census		Secondary.FetchPlushies.Octopus3	81443	-39273	8847
	Secondary	collectible	30	history	Common_Done	Secondary.FetchPlushies.QuestDone			
	Secondary	collectible		census		Secondary.FetchPlushies.Shark1	53859	36097	1265
	Secondary	collectible		census		Secondary.FetchPlushies.Shark2	87539	-34329	3950
Y	Secondary	collectible	30	both	Plush_CollectedD	Secondary.FetchPlushies.Shark3	102132	-61965	1382
	Secondary			census		Secondary.HylaAdventure.AfterParty	20648	-34134	-31986
	Secondary			census		Secondary.HylaAdventure.AqueducEnd	0	0	0
	Secondary			census		Secondary.HylaAdventure.AqueducSearchZone	28088	41905	959
	Secondary			census		Secondary.HylaAdventure.AqueducStart	21929	43925	1182
Y	Secondary		30	both	ArchiveBox_Collected	Secondary.HylaAdventure.ArchivesParabol	92818	23305	1793
	Secondary		50	history	Common_Done	Secondary.HylaAdventure.Docks.Finished			
Y	Secondary		50	both	ArchiveBox_Collected	Secondary.HylaAdventure.DocksArchives	91033	-8677	1705
	Secondary			census		Secondary.HylaAdventure.DocksEnd	0	0	0
	Secondary			census		Secondary.HylaAdventure.DocksSearchZone	87056	-9860	950
	Secondary			census		Secondary.HylaAdventure.DocksStart	0	0	0
	Secondary		30	history	Common_Done	Secondary.HylaAdventure.Labotech.Finished			
Y	Secondary		30	both	ArchiveBox_Collected	Secondary.HylaAdventure.LabotechArchives	-8030	35039	660
	Secondary			census		Secondary.HylaAdventure.LabotechEnd	-6063	32788	575
	Secondary			census		Secondary.HylaAdventure.LabotechSearchZone	-7042	35793	570
	Secondary			census		Secondary.HylaAdventure.LabotechStart	-5963	32781	570
	Secondary		30	history	Common_Done	Secondary.HylaAdventure.ParabolRuin.Finished			
	Secondary			census		Secondary.HylaAdventure.ParabolRuinEnd	0	0	0
	Secondary			census		Secondary.HylaAdventure.ParabolRuinSearchZone	94700	23357	1483
	Secondary			census		Secondary.HylaAdventure.ParabolRuinStart	0	0	0
	Secondary			census		Secondary.HylaAdventure.Party	20503	-33757	-31969
Y	Secondary		70	history	Common_Done	Secondary.HylaAdventure.QuestDone			
	Secondary			census		Secondary.HylaAdventure.StartParty	0	0	0
	Secondary		70	history	Common_Done	Secondary.HylaAdventure.ThesisDone			
	Secondary			census		Secondary.LamarrCeremony.AfterClosingTomb	0	0	0
	Secondary			census		Secondary.LamarrCeremony.Ceremony_DS	0	0	0
	Secondary			census		Secondary.LamarrCeremony.EndQuest_DS	0	0	0
	Secondary			census		Secondary.LamarrCeremony.GatherItemAreaTarget	0	0	0
	Secondary			census		Secondary.LamarrCeremony.LamarWantsItemsFrontOfTomb	0	0	0
	Secondary			census		Secondary.LamarrCeremony.LamarrQG_DS	0	0	0
N	Secondary	ambient	70	both	MusicInstrument_Collected	Secondary.LamarrCeremony.MusicInstrument	0	0	0
Y	Secondary	collectible	70	both	OrnementalFlower_Collected	Secondary.LamarrCeremony.OrnementalFlower1	0	0	0
Y	Secondary	collectible	70	both	OrnementalFlower_Collected	Secondary.LamarrCeremony.OrnementalFlower2	0	0	0
Y	Secondary	collectible	70	both	OrnementalFlower_Collected	Secondary.LamarrCeremony.OrnementalFlower3	0	0	0
Y	Secondary	collectible	70	both	OrnementalFlower_Collected	Secondary.LamarrCeremony.OrnementalFlower4	0	0	0
Y	Secondary	collectible	70	both	OrnementalFlower_Collected	Secondary.LamarrCeremony.OrnementalFlower5	0	0	0
Y	Secondary		70	history	Common_Done	Secondary.LamarrCeremony.QuestDone			
	Secondary			census		Secondary.LamarrCeremony.ReadingTomb_WD	65497	29542	634
	Secondary			census		Secondary.LamarrCeremony.TargetPointTomb	0	0	0
	Secondary		70	history	Common_Done	Secondary.LamarrCeremony.TombClosed			
	Secondary	door/gate	70	both	BuriedObject_Pulled	Secondary.LamarrCeremony.TombDoor	64783	29505	677
	Secondary			census		Secondary.LamarrCeremony.TombEpitaph	64380	29500	580
	Secondary		30	history	Common_Done	Secondary.LostNomads.Met			
Y	Secondary	collectible	30	history	Common_Done	Secondary.LostTetos.AllTetoFound			
	Secondary	collectible		census		Secondary.LostTetos.LostTetoA	35935	-32476	-214
Y	Secondary	collectible		census		Secondary.LostTetos.LostTetoABack	16543	-31956	-32446
	Secondary	collectible		census		Secondary.LostTetos.LostTetoB	90509	-37315	3900
Y	Secondary	collectible		census		Secondary.LostTetos.LostTetoB_Back	16380	-32372	-32446
	Secondary	collectible		census		Secondary.LostTetos.LostTetoC	36102	-27873	572
Y	Secondary	collectible		census		Secondary.LostTetos.LostTetoCBack	18831	-31124	-32259
	Secondary	collectible		census		Secondary.LostTetos.LostTetoD	15612	-22112	2179
Y	Secondary	collectible		census		Secondary.LostTetos.LostTetoDBack	16048	-32969	-32446
	Secondary	collectible		census		Secondary.LostTetos.LostTetoE	35424	47280	1654
Y	Secondary	collectible		census		Secondary.LostTetos.LostTetoEBack	16418	-33221	-32446
	Secondary	collectible		census		Secondary.LostTetos.LostTetoF	98760	-65775	45
Y	Secondary	collectible		census		Secondary.LostTetos.LostTetoFBack	17143	-31919	-32360
	Secondary	collectible		census		Secondary.LostTetos.ParticlesA	36149	-32545	-196
	Secondary	collectible		census		Secondary.LostTetos.ParticlesB	90552	-37328	3924
	Secondary	collectible		census		Secondary.LostTetos.ParticlesC	36070	-27772	621
	Secondary	collectible		census		Secondary.LostTetos.ParticlesD	15621	-22126	2213
	Secondary	collectible		census		Secondary.LostTetos.ParticlesE	35446	47292	1665
	Secondary	collectible		census		Secondary.LostTetos.ParticlesF	98765	-65758	68
	Secondary	collectible	30	history	Common_Done	Secondary.LostTetos.TetoEscaped			
	Secondary	collectible	30	history	Common_Done	Secondary.LostTetos.TetoFound			
	Secondary	collectible	30	history	Common_Done	Secondary.LostTetos.TetoRecovered			
	Secondary	door/gate		census		Secondary.MetaDoorActivation.DarkInstanceCheckpoint	85033	32611	673840
	Secondary	door/gate		census		Secondary.MetaDoorActivation.DarkMetaNefleSandwitchScene	85704	34079	673840
	Secondary	door/gate		census		Secondary.MetaDoorActivation.DarkMetaSpaceDoor	84856	32306	673839
	Secondary	door/gate		census		Secondary.MetaDoorActivation.DarkSandwitchSceneTrigger	85745	34108	673835
	Secondary	door/gate		census		Secondary.MetaDoorActivation.HangingInAirAfterDarkSandwitch	83412	34846	673835
	Secondary	door/gate		census		Secondary.MetaDoorActivation.InterludeAfterDarkSandwitch	83872	33223	673835
	Secondary	door/gate	50	history	Common_Done	Secondary.MetaDoorActivation.MetaDoorActivationAFinish			
	Secondary	door/gate	70	history	Common_Done	Secondary.MetaDoorActivation.MetaDoorActivationBFinish			
	Secondary	door/gate	70	history	Common_Done	Secondary.MetaDoorActivation.MetaDoorActivationCFinish			
	Secondary	door/gate		census		Secondary.MetaDoorActivation.NefleApologies	69472	-44911	-13835
	Secondary	door/gate		census		Secondary.MetaDoorActivation.NefleAppearMetaDoorA	78928	27598	-27130
	Secondary	door/gate	70	history	Common_Done	Secondary.MetaDoorActivation.NefleTransferToTaraask			
	Secondary	door/gate		census		Secondary.MetaDoorActivation.RoseAfterDeepUnderground	83698	-55732	-32352
	Secondary	door/gate		census		Secondary.MetaDoorActivation.RoseReadyForTaraask	72672	-43562	1454
	Secondary	door/gate		census		Secondary.MetaDoorActivation.SandwitchDoorActivation	78859	28877	-27200
	Secondary	door/gate	50	both	SWTeaser_Triggered	Secondary.MetaDoorActivation.SandwitchTeaserCloseDoor	78851	29303	-27224
	Secondary	door/gate		census		Secondary.MetaDoorActivation.TaxiBackToGarageRoseA	84393	-54700	-32645
	Secondary	door/gate		census		Secondary.MetaDoorActivation.TaxiBackToGarageRoseB	87778	-70673	225
	Secondary	door/gate		census		Secondary.MetaDoorActivation.TriggerNefleSceneA	78934	27723	-26751
	Secondary			census		Secondary.MetaNefleTaraask.AfterGaranceMetaNefle	-34584	-120886	604044
	Secondary	door/gate		census		Secondary.MetaNefleTaraask.ControlRoomMetaDoor	-76821	-147561	-10433
	Secondary			census		Secondary.MetaNefleTaraask.GaranceMetaNefle	-34357	-120153	604044
	Secondary			census		Secondary.MetaNefleTaraask.GaranceTrigger	-34356	-120368	604044
	Secondary			census		Secondary.MetaNefleTaraask.GoInsideCapsule	-74214	-146061	-10307
	Secondary	door/gate		census		Secondary.MetaNefleTaraask.MetaDoorTaraask	-34345	-122132	604044
	Secondary			census		Secondary.MetaNefleTaraask.NefleGaranceEnd	-34358	-120576	604044
	Secondary			census		Secondary.MetaNefleTaraask.NefleGaranceGenWorldTrigger	-34420	-121610	604319
	Secondary			census		Secondary.MetaNefleTaraask.SaugeCheckpointMetaNefleTaraask	-34345	-122119	604077
	Secondary		30	history	Common_Done	Secondary.NomadCamp.CepeDiscussion			
	Secondary			census		Secondary.NomadCamp.HawkingThinking	44959	9918	2641
	Secondary		30	history	Common_Done	Secondary.NomadCamp.TalkedAboutSeeds			
	Secondary			census		Secondary.NomadCamp.YuccaCepeGarden	0	0	0
	Secondary			census		Secondary.NomadCamps.CampTrigger	0	0	0
	Secondary			census		Secondary.NomadCamps.DS_Poivron	0	0	0
	Secondary	door/gate	30	both	GrappableDoor_Broken	Secondary.NomadCamps.LockedDoorNomads	45540	9190	2670
	Secondary			census		Secondary.NomadCamps.NomadsReunion	0	0	0
	Secondary			census		Secondary.NomadsNeedRobots.AfterBackToNomads	46829	9684	2494
	Secondary		50	history	Common_Done	Secondary.NomadsNeedRobots.AskedNavigationComputerAtReunion			
	Secondary		50	history	Common_Done	Secondary.NomadsNeedRobots.CafeReunion			
	Secondary		50	both	NavigationComputer_Collected	Secondary.NomadsNeedRobots.NavigationComputerA	51184	35746	1968
	Secondary		50	history	Common_Done	Secondary.NomadsNeedRobots.QuestDone			
	Secondary			census		Secondary.NomadsNeedRobots.SaugeFoundNavigationComputer	51326	35969	1978
	Secondary			census		Secondary.NomadsNeedRobots.TaxiBackToNomads	50663	34384	177
N	Secondary	ambient		census		Secondary.NomadsNeedRobots.VanDialogueNomadsNeedRobots	47231	31622	305
	Secondary	door/gate		census		Secondary.OpenReinetoDoor.OpenDoorDS	35550	-33221	-220
	Secondary			census		Secondary.OrgeatScavengerHunt.AfterTagOrgeat	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.ArrivedAtDock_DS	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.ContainerArea	0	0	0
	Secondary	vanjump		census		Secondary.OrgeatScavengerHunt.CurryHawkingJumpscare	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.GrappableA01	0	0	0
	Secondary		30	both	GrappableDoor_Broken	Secondary.OrgeatScavengerHunt.GrappableA02	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.GrappableA03	0	0	0
	Secondary		30	both	GrappableDoor_Broken	Secondary.OrgeatScavengerHunt.GrappableA04	0	0	0
	Secondary		30	both	GrappableDoor_Broken	Secondary.OrgeatScavengerHunt.GrappableA05	0	0	0
N	Secondary	ambient		census		Secondary.OrgeatScavengerHunt.InteractSelfTalk_ContainerA	0	0	0
N	Secondary	ambient		census		Secondary.OrgeatScavengerHunt.InteractSelfTalk_ContainerB	0	0	0
N	Secondary	ambient		census		Secondary.OrgeatScavengerHunt.InteractSelftalk_ContainerC	0	0	0
N	Secondary	ambient		census		Secondary.OrgeatScavengerHunt.InteractSelftalk_ContainerD	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.InterludeOrgeatQuest	0	0	0
	Secondary		30	both	ScrapMetal_Collected	Secondary.OrgeatScavengerHunt.JunkInContainer	95506	1370	71
	Secondary		30	both	ScrapMetal_Collected	Secondary.OrgeatScavengerHunt.JunkInContainer1	87792	684	95
	Secondary		30	both	ScrapMetal_Collected	Secondary.OrgeatScavengerHunt.JunkInContainer2	95088	1387	108
	Secondary			census		Secondary.OrgeatScavengerHunt.OrgeatBackToNomadCamp	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.OrgeatCurryArgument	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.OrgeatFilters	91555	-4565	-60
	Secondary			census		Secondary.OrgeatScavengerHunt.OrgeatQG_DS	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.OrgeatQuest_VanTP	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.OrgeatSaugeThanks	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.OrgeatSurprised	0	0	0
	Secondary		30	history	Common_Done	Secondary.OrgeatScavengerHunt.QuestDone			
	Secondary		30	history	Common_Done	Secondary.OrgeatScavengerHunt.QuestStarted			
	Secondary			census		Secondary.OrgeatScavengerHunt.TargetPointContainer	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.TaxiAToDocks	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.TaxiBToNomadCamp	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.TaxiSplineA_DLG1	53920	15278	1450
	Secondary			census		Secondary.OrgeatScavengerHunt.TaxiSplineA_DLG2	71355	17020	-100
	Secondary			census		Secondary.OrgeatScavengerHunt.TaxiSplineB_DLG1	72765	15040	-55
	Secondary			census		Secondary.OrgeatScavengerHunt.TriggerContainerA	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.TriggerContainerB	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.TriggerContainerC	0	0	0
	Secondary			census		Secondary.OrgeatScavengerHunt.TriggerContainerD	0	0	0
	Secondary			census		Secondary.PotoGlider.OutOfCaveTrigger	35265	-33012	-340
	Secondary			census		Secondary.PotoGlider.PotoFunTaxiBarks	37490	-29451	-120
	Secondary			census		Secondary.PotoGlider.PotoImpressTaxiBarks	40122	-26644	129
	Secondary			census		Secondary.PotoGlider.PotoTaxiOutOfRuins_SpaceshipWD	30240	-17530	330
	Secondary			census		Secondary.PotoGlider.PotoinReinetosCave_DS	0	0	0
	Secondary		50	history	Common_Done	Secondary.Robots.Met			
N	Secondary	ambient		census		Secondary.RoseToolRobot.AfterGardeningDialogueScene	0	0	0
	Secondary	collectible		census		Secondary.RoseToolRobot.AwakeCollectorRobotDialogueScene	0	0	0
	Secondary	door/gate		census		Secondary.RoseToolRobot.ButtonTrigger	0	0	0
	Secondary	door/gate	30	history	Common_Done	Secondary.RoseToolRobot.CollectorDoorOpen			
	Secondary	collectible		census		Secondary.RoseToolRobot.CollectorRobotAreaTrigger	0	0	0
	Secondary		30	both	RoseTool_Collected	Secondary.RoseToolRobot.ItemRoseTool	0	0	0
	Secondary		30	history	Common_Done	Secondary.RoseToolRobot.QuestDone			
	Secondary		30	history	Common_Done	Secondary.RoseToolRobot.QuestGiven			
	Secondary		30	history	Common_Done	Secondary.RoseToolRobot.Reacted			
	Secondary			census		Secondary.RoseToolRobot.RobotBeach	86755	-58623	515
	Secondary			census		Secondary.RoseToolRobot.RobotOutside	79600	-61300	50
	Secondary			census		Secondary.RoseToolRobot.RobotPlaceInTP	77239	-62004	243
N	Secondary	ambient		census		Secondary.RoseToolRobot.RoseGardeningDialogueScene	0	0	0
	Secondary			census		Secondary.RoseToolRobot.RoseToolTrigger	0	0	0
	Secondary	scrap	70	both	ScrapMetal_Collected	Secondary.RoseToolRobot.Scrap_CalanqueGate_02	105595	-28864	2193
	Secondary		30	history	Common_Done	Secondary.RoseToolRobot.TakeRoseTool			
	Secondary		30	history	Common_Done	Secondary.RoseToolRobot.ToolDelivered			
	Secondary			census		Secondary.SafranWrongParcel.AfterWrongParcel_Safran	0	0	0
	Secondary			census		Secondary.SafranWrongParcel.ConsortiumLocker	105624	-34655	817
	Secondary			census		Secondary.SafranWrongParcel.DeliveryInteractable	105555	-34760	975
	Secondary		70	history	Common_Done	Secondary.SafranWrongParcel.GiveDelivery			
	Secondary			census		Secondary.SafranWrongParcel.LockerTrigger	0	0	0
	Secondary			census		Secondary.SafranWrongParcel.ParcelKeepOrGive_DS	0	0	0
	Secondary			census		Secondary.SafranWrongParcel.QE	0	0	0
	Secondary		70	history	Common_Done	Secondary.SafranWrongParcel.QuestDone			
	Secondary			census		Secondary.SafranWrongParcel.SafranAtBakeryAngry	0	0	0
	Secondary			census		Secondary.SafranWrongParcel.SaugeParcelTP	0	0	0
	Secondary		70	history	Common_Done	Secondary.SafranWrongParcel.SendParcelDirectly			
	Secondary		70	history	Common_Done	Secondary.SafranWrongParcel.TalkedToLocker			
	Secondary			census		Secondary.SafranWrongParcel.TargetPoint	0	0	0
	Secondary			census		Secondary.SafranWrongParcel.TargetPoint2	0	0	0
	Secondary	collectible		census		Secondary.SandwitchClues.AmbientQuestDone	21888	-32511	-31300
	Secondary	collectible		census		Secondary.SandwitchClues.BombA	2527	-7299	2872
	Secondary	collectible		census		Secondary.SandwitchClues.BombB	87132	-10005	66
	Secondary	collectible		census		Secondary.SandwitchClues.BombC	28956	41518	2527
Y	Secondary	collectible	30	both	SandwitchClue_Collected	Secondary.SandwitchClues.BombD	49432	-14194	-26580
	Secondary	collectible		census		Secondary.SandwitchClues.DetonatorA	25084	42703	2796
	Secondary	collectible		census		Secondary.SandwitchClues.DetonatorB	-4416	35594	3029
Y	Secondary	collectible	30	both	SandwitchClue_Collected	Secondary.SandwitchClues.DetonatorC	91726	23745	2923
	Secondary	collectible		census		Secondary.SandwitchClues.DetonatorD	64622	29398	1409
	Secondary	collectible		census		Secondary.SandwitchClues.FuscusIntervention	17149	-30472	-32463
	Secondary	collectible	30	history	Common_Done	Secondary.SandwitchClues.GaveClue			
	Secondary	collectible		census		Secondary.SandwitchClues.HatA	82873	-9632	2439
	Secondary	collectible		census		Secondary.SandwitchClues.HatB	17763	43646	539
Y	Secondary	collectible	30	both	SandwitchClue_Collected	Secondary.SandwitchClues.HatC	84788	-34956	2760
	Secondary	collectible		census		Secondary.SandwitchClues.HatD	-5489	38498	1434
	Secondary	collectible	30	history	Common_Done	Secondary.SandwitchClues.IntroducedToScarecrow			
	Secondary	collectible	30	history	Common_Done	Secondary.SandwitchClues.MissedRanaAfterOpenCave			
	Secondary	collectible	30	history	Common_Done	Secondary.SandwitchClues.Mistake			
	Secondary	collectible	30	history	Common_Done	Secondary.SandwitchClues.Perfect			
Y	Secondary	collectible	30	both	SandwitchClue_Collected	Secondary.SandwitchClues.PhotoA	73424	-42252	4262
	Secondary	collectible		census		Secondary.SandwitchClues.PhotoB	105580	-30435	2190
	Secondary	collectible		census		Secondary.SandwitchClues.PhotoC	100712	-31365	6831
	Secondary	collectible		census		Secondary.SandwitchClues.PhotoD	60587	-36566	3780
	Secondary	collectible	30	history	Common_Done	Secondary.SandwitchClues.QuestDone			
	Secondary	collectible		census		Secondary.SandwitchClues.SandwitchApparition	15519	-29962	-31305
	Secondary	collectible		census		Secondary.SandwitchClues.ScarecrowScene	16792	-30573	-32460
Y	Secondary	collectible	30	both	SandwitchClue_Collected	Secondary.SandwitchClues.ScarfA	102663	-46193	2290
	Secondary	collectible		census		Secondary.SandwitchClues.ScarfB	75324	-63059	2920
	Secondary	collectible		census		Secondary.SandwitchClues.ScarfC	50398	35530	2431
	Secondary	collectible		census		Secondary.SandwitchClues.ScarfD	31881	-648	-567
Y	Secondary	collectible	30	history	Common_Done	Secondary.SandwitchClues.Success			
	Secondary	collectible		census		Secondary.SandwitchClues.TestCamera	18005	-30284	-32988
	Secondary	collectible		census		Secondary.SandwitchClues.TestDetonator	17956	-30363	-32988
	Secondary	collectible		census		Secondary.SandwitchClues.TestHat	17867	-30291	-32988
	Secondary	collectible		census		Secondary.SandwitchClues.TestScarf	18134	-30397	-32988
	Secondary	collectible		census		Secondary.SandwitchClues.TestToolbox	17767	-30236	-32988
	Secondary			census		Secondary.TuringConsciousness.ConsciousRobotA	-2385	32187	-29069
	Secondary			census		Secondary.TuringConsciousness.ConsciousRobotB	-26118	-12768	-28989
	Secondary			census		Secondary.TuringConsciousness.ConsciousRobotC	78701	31654	-28601
	Secondary			census		Secondary.TuringConsciousness.ConsciousRobotD	82130	-12747	-29230
	Secondary			census		Secondary.TuringConsciousness.ConsciousRobotE	85000	-51950	-32050
	Secondary	collectible	70	history	Common_Done	Secondary.TuringConsciousness.ConsciousnessCollected			
	Secondary		50	history	Common_Done	Secondary.TuringConsciousness.ConsciousnessFound			
	Secondary		70	history	Common_Done	Secondary.TuringConsciousness.FoundRobotA			
	Secondary		70	history	Common_Done	Secondary.TuringConsciousness.FoundRobotB			
	Secondary		50	history	Common_Done	Secondary.TuringConsciousness.FoundRobotC			
	Secondary		70	history	Common_Done	Secondary.TuringConsciousness.FoundRobotD			
	Secondary		70	history	Common_Done	Secondary.TuringConsciousness.FoundRobotE			
	Secondary		70	history	Common_Done	Secondary.TuringConsciousness.QuestDone			
	Secondary		50	history	Common_Done	Secondary.TuringConsciousness.QuestGiven			
	Secondary			census		Secondary.TuringConsciousness.RobotMapMarkerA	-2420	32163	-28928
	Secondary			census		Secondary.TuringConsciousness.RobotMapMarkerB	-26115	-12838	-28949
	Secondary			census		Secondary.TuringConsciousness.RobotMapMarkerC	78719	31639	-28598
	Secondary			census		Secondary.TuringConsciousness.RobotMapMarkerD	82157	-12813	-29230
	Secondary			census		Secondary.TuringConsciousness.RobotMapMarkerE	85023	-52055	-32152
